datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,PL,UGI,121.968,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,AE,VMEU,69.936,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RTO,RTO,RTO,RTO,92325.345,False
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,AE,AECO,936.051,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,AEP,AEPAPT,4661.625,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,AEP,AEPIMP,3191.881,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,AEP,AEPKPT,671.872,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,AEP,AEPOPT,8080.828,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,AP,AP,6125.633,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,BC,BC,3407.148,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,CE,CE,10212.027,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,DAY,DAY,1896.748,False
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,DEOK,DEOK,2768.498,False
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,SERC,SOUTH,DOM,DOM,15704.314,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,DPL,DPLCO,2177.421,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,DUQ,DUQ,1441.056,False
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,DPL,EASTON,30.932,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,SERC,WEST,EKPC,EKPC,1916.609,False
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,JC,JC,2259.032,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,ME,ME,1628.261,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,ATSI,OE,6728.290,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,OVEC,OVEC,42.000,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,WEST,ATSI,PAPWR,547.484,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,PE,PE,4200.600,True
1/1/2026 9:00:00 AM,1/1/2026 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2589.194,True
